settlement_id,transaction_id,settlement_date,settlement_amount
SET2012890,TXN1014191,2025-08-14,60.43
SET2012891,TXN1014193,2025-04-14,303.41
SET2012892,TXN1014194,2025-05-03,37.79
SET2012893,TXN1014195,2025-01-29,58.41
SET2012894,TXN1014196,2025-03-27,86.9
SET2012895,TXN1014197,2025-10-13,69.32
SET2012896,TXN1014198,2025-01-04,45.67
SET2012897,TXN1014199,2025-11-02,71.62
SET2012898,TXN1014200,2025-05-04,233.96
SET2012899,TXN1014201,2025-10-22,127.25
SET2012900,TXN1014202,2025-04-04,62.82
SET2012901,TXN1014203,2025-10-30,33.41
SET2012902,TXN1014205,2025-11-08,142.62
SET2012903,TXN1014206,2025-01-25,18.64
SET2012904,TXN1014209,2025-05-11,22.14
SET2012905,TXN1014210,2025-01-18,77.14
SET2012906,TXN1014211,2025-12-15,35.14
SET2012907,TXN1014213,2025-12-25,19.91
SET2012908,TXN1014214,2025-07-27,55.1
SET2012909,TXN1014215,2025-02-27,12.21
SET2012910,TXN1014216,2025-05-04,41.27
SET2012911,TXN1014217,2025-06-10,34.4
SET2012912,TXN1014218,2025-02-23,44.62
SET2012913,TXN1014219,2025-12-06,36.18
SET2012914,TXN1014220,2025-12-16,68.52
SET2012915,TXN1014221,2025-07-25,135.69
SET2012916,TXN1014222,2025-08-03,88.99
SET2012917,TXN1014223,2025-09-14,188.56
SET2012918,TXN1014227,2025-10-11,167.56
SET2012919,TXN1014228,2025-10-22,37.18
SET2012920,TXN1014229,2025-08-06,125.34
SET2012921,TXN1014231,2025-08-02,42.27
SET2012922,TXN1014232,2025-05-20,50.05
SET2012923,TXN1014233,2025-06-11,95.83
SET2012924,TXN1014234,2025-09-10,27.95
SET2012925,TXN1014235,2025-11-20,31.25
SET2012926,TXN1014236,2025-03-25,39.8
SET2012927,TXN1014237,2025-04-18,69.32
SET2012928,TXN1014238,2025-08-26,31.53
SET2012929,TXN1014239,2025-10-06,82.37
SET2012931,TXN1014241,2025-08-23,112.88
SET2012932,TXN1014242,2025-01-03,70.13
SET2012933,TXN1014243,2025-04-17,270.89
SET2012934,TXN1014244,2025-12-15,73.47
SET2012935,TXN1014245,2025-08-01,25.16
SET2012936,TXN1014247,2025-03-21,67.82
SET2012937,TXN1014248,2025-04-17,32.24
SET2012938,TXN1014249,2025-12-22,217.39
SET2012939,TXN1014250,2026-01-01,52.04
SET2012940,TXN1014251,2025-11-17,39.82
SET2012941,TXN1014252,2025-04-27,77.11
SET2012942,TXN1014253,2025-10-20,32.3
SET2012943,TXN1014254,2025-06-17,144.47
SET2012944,TXN1014255,2025-11-06,123.01
SET2012945,TXN1014256,2025-11-07,74.03
SET2012946,TXN1014257,2025-06-08,107.04
SET2012947,TXN1014258,2025-04-22,44.71
SET2012948,TXN1014259,2025-12-23,20.04
SET2012949,TXN1014260,2025-06-14,51.39
SET2012950,TXN1014261,2025-06-09,44.65
SET2012951,TXN1014262,2025-08-31,13.08
SET2012952,TXN1014263,2025-12-09,28.61
SET2012953,TXN1014264,2025-02-17,24.92
SET2012954,TXN1014265,2025-12-26,28.7
SET2012955,TXN1014267,2025-01-10,100.44
SET2012956,TXN1014270,2025-09-05,158.6
SET2012957,TXN1014271,2025-07-26,68.14
SET2012958,TXN1014272,2025-02-20,224.2
SET2012959,TXN1014273,2025-06-28,23.94
SET2012960,TXN1014275,2025-04-09,29.37
SET2012961,TXN1014276,2025-09-17,180.07
SET2012962,TXN1014277,2025-10-22,93.3
SET2012963,TXN1014278,2025-02-27,172.32
SET2012964,TXN1014279,2025-08-08,21.7
SET2012965,TXN1014280,2025-06-04,41.18
SET2012966,TXN1014281,2025-05-03,16.0
SET2012967,TXN1014282,2025-09-18,89.03
SET2012968,TXN1014283,2025-04-01,47.35
SET2012969,TXN1014284,2025-10-07,122.05
SET2012970,TXN1014285,2025-05-27,68.4
SET2012971,TXN1014286,2025-02-04,12.13
SET2012972,TXN1014287,2025-10-17,17.67
SET2012973,TXN1014289,2025-07-25,96.79
SET2012974,TXN1014290,2025-09-22,11.32
SET2012975,TXN1014291,2025-02-23,62.38
SET2012976,TXN1014292,2025-05-06,29.55
SET2012977,TXN1014293,2025-05-09,27.44
SET2012978,TXN1014294,2025-10-06,39.49
SET2012979,TXN1014295,2025-05-09,73.61
SET2012980,TXN1014296,2025-09-23,37.89
SET2012981,TXN1014297,2025-04-22,13.61
SET2012982,TXN1014298,2025-08-08,73.15
SET2012983,TXN1014299,2025-03-18,50.37
SET2012984,TXN1014300,2025-07-23,31.48
SET2012985,TXN1014301,2025-01-30,52.13
SET2012986,TXN1014302,2025-09-26,50.49
SET2012987,TXN1014303,2025-01-11,69.08
SET2012988,TXN1014304,2026-01-01,54.69
SET2012989,TXN1014305,2025-11-03,76.12
SET2012990,TXN1014306,2025-07-31,59.05
SET2012991,TXN1014307,2025-11-29,128.48
SET2012992,TXN1014309,2025-02-22,65.88
SET2012993,TXN1014310,2025-09-29,40.56
SET2012994,TXN1014311,2025-05-18,21.13
SET2012995,TXN1014312,2025-11-09,111.84
SET2012996,TXN1014313,2025-11-12,32.4
SET2012997,TXN1014314,2025-12-15,436.17
SET2012998,TXN1014315,2025-06-14,616.06
SET2012999,TXN1014316,2025-03-12,56.24
SET2013000,TXN1014318,2025-03-02,112.51
SET2013001,TXN1014319,2025-12-29,357.46
SET2013002,TXN1014320,2025-08-03,23.34
SET2013003,TXN1014321,2025-05-09,304.43
SET2013004,TXN1014322,2025-06-14,15.19
SET2013005,TXN1014323,2025-03-05,20.84
SET2013006,TXN1014324,2025-07-28,85.39
SET2013007,TXN1014325,2025-06-06,150.41
SET2013008,TXN1014326,2025-10-19,63.23
SET2013009,TXN1014327,2025-01-08,95.54
SET2013010,TXN1014328,2025-12-07,161.34
SET2013011,TXN1014329,2025-01-23,177.0
SET2013012,TXN1014330,2025-06-02,40.53
SET2013013,TXN1014332,2025-09-20,154.91
SET2013014,TXN1014334,2025-03-13,106.8
SET2013015,TXN1014335,2025-06-29,39.29
SET2013016,TXN1014336,2025-07-15,111.1
SET2013017,TXN1014337,2025-06-20,27.78
SET2013018,TXN1014338,2025-01-08,81.27
SET2013019,TXN1014339,2025-03-07,72.92
SET2013020,TXN1014340,2025-07-03,73.33
SET2013021,TXN1014341,2025-04-06,124.58
SET2013022,TXN1014342,2025-07-19,29.48
SET2013023,TXN1014343,2025-03-01,114.61
SET2013024,TXN1014344,2025-09-26,67.8
SET2013025,TXN1014345,2025-03-10,35.4
SET2013026,TXN1014346,2025-08-27,23.16
SET2013027,TXN1014347,2025-11-02,302.16
SET2013028,TXN1014349,2025-02-20,50.2
SET2013029,TXN1014350,2025-01-03,26.71
SET2013030,TXN1014351,2025-05-12,159.32
SET2013031,TXN1014352,2025-02-12,149.74
SET2013032,TXN1014353,2025-11-18,128.36
SET2013033,TXN1014354,2025-12-22,57.36
SET2013034,TXN1014355,2025-12-24,121.63
SET2013035,TXN1014356,2025-12-03,34.5
SET2013036,TXN1014357,2025-08-03,79.37
SET2013037,TXN1014358,2025-04-29,63.85
SET2013038,TXN1014359,2025-06-12,82.57
SET2013039,TXN1014360,2025-04-05,15.63
SET2013040,TXN1014362,2025-06-09,243.43
SET2013041,TXN1014363,2025-05-21,26.58
SET2013042,TXN1014365,2025-05-17,20.3
SET2013043,TXN1014366,2025-05-11,71.31
SET2013044,TXN1014367,2025-03-24,11.51
SET2013045,TXN1014368,2025-01-25,52.79
SET2013046,TXN1014369,2025-01-14,45.14
SET2013047,TXN1014370,2025-05-28,168.24
SET2013048,TXN1014371,2025-12-30,253.35
SET2013049,TXN1014372,2025-04-06,257.96
SET2013050,TXN1014373,2025-08-22,168.44
SET2013051,TXN1014374,2025-04-29,71.23
SET2013052,TXN1014375,2025-04-21,90.98
SET2013053,TXN1014376,2025-03-01,90.63
SET2013054,TXN1014377,2025-07-25,25.94
SET2013055,TXN1014378,2025-08-29,166.79
SET2013056,TXN1014379,2025-05-08,115.82
SET2013057,TXN1014380,2025-07-12,120.21
SET2013058,TXN1014381,2025-06-23,10.75
SET2013059,TXN1014382,2025-04-09,95.79
SET2013060,TXN1014383,2025-09-10,149.08
SET2013061,TXN1014384,2025-07-24,65.88
SET2013062,TXN1014385,2025-01-25,44.67
SET2013063,TXN1014386,2025-06-29,22.42
SET2013064,TXN1014387,2025-05-23,21.17
SET2013065,TXN1014389,2025-04-22,55.27
SET2013066,TXN1014390,2025-12-15,54.65
SET2013067,TXN1014392,2025-02-17,24.42
SET2013068,TXN1014393,2025-05-28,50.57
SET2013069,TXN1014395,2025-04-03,51.95
SET2013070,TXN1014396,2025-09-15,70.32
SET2013071,TXN1014397,2025-10-13,57.97
SET2013072,TXN1014398,2025-09-10,110.15
SET2013073,TXN1014399,2025-02-02,12.88
SET2013074,TXN1014401,2025-05-08,69.66
SET2013075,TXN1014402,2025-05-06,30.01
SET2013076,TXN1014403,2025-11-17,87.78
SET2013077,TXN1014404,2025-01-03,125.1
SET2013078,TXN1014405,2025-07-16,95.73
SET2013079,TXN1014406,2025-12-25,276.84
SET2013080,TXN1014407,2025-11-16,47.15
SET2013081,TXN1014408,2025-08-10,99.37
SET2013082,TXN1014409,2025-12-31,97.6
SET2013083,TXN1014410,2025-05-28,55.23
SET2013084,TXN1014411,2025-08-12,165.13
SET2013085,TXN1014412,2025-07-19,83.98
SET2013086,TXN1014413,2025-01-18,25.51
SET2013087,TXN1014414,2025-01-15,121.57
SET2013088,TXN1014415,2025-11-24,44.72
SET2013089,TXN1014416,2025-03-05,51.51
SET2013090,TXN1014418,2025-08-17,120.09
SET2013091,TXN1014419,2025-07-31,158.09
SET2013092,TXN1014420,2025-07-07,58.7
SET2013093,TXN1014421,2025-12-24,56.07
SET2013094,TXN1014422,2025-10-15,12.97
SET2013095,TXN1014423,2025-12-10,37.79
SET2013096,TXN1014424,2025-08-29,25.31
SET2013097,TXN1014425,2025-12-24,85.54
SET2013098,TXN1014428,2025-10-25,75.35
SET2013099,TXN1014429,2025-11-14,63.17
SET2013100,TXN1014430,2025-01-27,8.74
SET2013101,TXN1014431,2025-11-29,161.8
SET2013102,TXN1014432,2025-09-10,149.71
SET2013103,TXN1014433,2025-11-24,55.13
SET2013104,TXN1014434,2025-09-19,88.42
SET2013105,TXN1014435,2025-12-05,51.41
SET2013106,TXN1014436,2025-04-13,18.48
SET2013107,TXN1014438,2025-03-13,121.49
SET2013108,TXN1014439,2025-04-03,141.53
SET2013109,TXN1014440,2025-03-20,53.11
SET2013110,TXN1014441,2025-06-11,164.15
SET2013111,TXN1014442,2025-03-15,22.28
SET2013112,TXN1014444,2025-07-12,120.52
SET2013113,TXN1014445,2025-10-17,40.39
SET2013114,TXN1014446,2025-02-19,138.18
SET2013115,TXN1014447,2025-07-06,85.03
SET2013116,TXN1014448,2025-08-29,78.86
SET2013117,TXN1014449,2025-09-15,37.49
SET2013118,TXN1014450,2025-02-08,92.16
SET2013119,TXN1014451,2025-09-27,312.95
SET2013120,TXN1014452,2025-01-10,76.73
SET2013121,TXN1014454,2025-04-27,117.08
SET2013122,TXN1014455,2025-11-08,26.69
SET2013123,TXN1014456,2025-03-12,59.98
SET2013124,TXN1014457,2025-10-13,58.53
SET2013125,TXN1014458,2025-12-27,12.18
SET2013126,TXN1014459,2025-12-17,125.36
SET2013127,TXN1014460,2025-04-22,31.64
SET2013128,TXN1014461,2025-02-04,114.86
SET2013129,TXN1014463,2025-10-08,341.62
SET2013130,TXN1014465,2025-08-24,310.11
SET2013131,TXN1014466,2025-05-17,58.08
SET2013132,TXN1014467,2025-10-07,63.89
SET2013133,TXN1014468,2025-08-10,233.52
SET2013134,TXN1014469,2025-08-02,32.01
SET2013135,TXN1014470,2025-10-13,67.83
SET2013136,TXN1014471,2025-12-15,99.54
SET2013137,TXN1014472,2025-05-15,92.11
SET2013138,TXN1014473,2025-07-13,69.02
SET2013139,TXN1014474,2025-08-17,61.84
SET2013140,TXN1014475,2025-10-29,131.26
SET2013141,TXN1014476,2025-06-25,76.82
SET2013142,TXN1014477,2025-05-17,144.47
SET2013143,TXN1014478,2025-11-05,91.24
SET2013144,TXN1014479,2025-12-14,112.19
SET2013145,TXN1014480,2025-07-27,165.15
SET2013146,TXN1014481,2025-02-07,52.04
SET2013147,TXN1014482,2025-04-16,161.61
SET2013148,TXN1014483,2025-06-18,58.82
SET2013149,TXN1014485,2025-09-04,51.25
SET2013150,TXN1014486,2025-10-27,37.41
SET2013151,TXN1014487,2025-01-11,90.04
SET2013152,TXN1014488,2025-06-21,53.06
SET2013153,TXN1014489,2025-09-13,73.87
SET2013154,TXN1014490,2025-12-27,150.11
SET2013155,TXN1014492,2025-11-18,84.28
SET2013156,TXN1014494,2025-03-13,57.87
SET2013157,TXN1014495,2025-11-06,19.1
SET2013158,TXN1014496,2025-10-15,25.96
SET2013159,TXN1014497,2025-12-24,57.02
SET2013160,TXN1014498,2025-08-08,126.02
SET2013161,TXN1014499,2025-08-14,57.15
SET2013162,TXN1014500,2025-07-15,172.21
SET2013163,TXN1014501,2025-07-06,288.68
SET2013164,TXN1014502,2025-07-07,32.77
SET2013165,TXN1014503,2025-04-19,365.0
SET2013166,TXN1014504,2025-11-08,18.03
SET2013167,TXN1014506,2025-08-11,64.92
SET2013168,TXN1014507,2025-09-02,55.35
SET2013169,TXN1014509,2025-08-12,35.16
SET2013170,TXN1014510,2025-01-18,221.68
SET2013171,TXN1014511,2025-04-26,38.34
SET2013172,TXN1014512,2025-06-14,42.45
SET2013173,TXN1014513,2025-05-24,22.12
SET2013174,TXN1014514,2025-11-28,37.17
SET2013175,TXN1014515,2025-11-24,38.08
SET2013176,TXN1014516,2025-09-17,36.09
SET2013177,TXN1014517,2025-05-09,57.94
SET2013178,TXN1014518,2025-01-19,27.34
SET2013179,TXN1014519,2025-10-03,238.8
SET2013180,TXN1014520,2025-11-19,59.01
SET2013181,TXN1014521,2025-06-28,89.95
SET2013182,TXN1014522,2025-10-29,132.88
SET2013183,TXN1014523,2025-12-06,336.96
SET2013184,TXN1014524,2025-07-19,138.09
SET2013185,TXN1014525,2025-03-18,54.69
SET2013186,TXN1014526,2025-01-09,28.27
SET2013187,TXN1014527,2025-10-04,87.4
SET2013188,TXN1014528,2025-07-25,156.0
SET2013189,TXN1014529,2025-02-26,74.7
SET2013190,TXN1014530,2025-01-20,70.26
SET2013191,TXN1014531,2025-12-22,79.11
SET2013192,TXN1014532,2025-04-28,14.94
SET2013193,TXN1014533,2025-04-30,74.98
SET2013194,TXN1014534,2025-08-18,119.8
SET2013195,TXN1014535,2025-05-14,64.29
SET2013196,TXN1014536,2025-12-01,163.83
SET2013197,TXN1014537,2025-09-06,168.26
SET2013198,TXN1014538,2025-05-11,44.56
SET2013199,TXN1014539,2025-04-08,94.96
SET2013200,TXN1014540,2025-11-10,69.01
SET2013201,TXN1014541,2025-08-04,13.16
SET2013202,TXN1014542,2025-12-03,57.41
SET2013203,TXN1014543,2025-05-06,29.23
SET2013204,TXN1014544,2025-01-08,74.23
SET2013205,TXN1014545,2025-11-25,115.15
SET2013206,TXN1014546,2025-03-30,56.03
SET2013207,TXN1014547,2025-11-06,32.46
SET2013208,TXN1014548,2025-09-17,80.41
SET2013209,TXN1014549,2025-03-28,471.05
SET2013210,TXN1014550,2025-10-04,11.73
SET2013211,TXN1014552,2025-05-24,43.16
SET2013212,TXN1014553,2025-05-11,47.42
SET2013213,TXN1014554,2025-08-29,61.33
SET2013214,TXN1014555,2025-07-15,50.64
SET2013215,TXN1014556,2025-08-12,107.93
SET2013216,TXN1014557,2025-06-23,54.96
SET2013217,TXN1014558,2025-09-28,11.83
SET2013218,TXN1014559,2025-02-28,185.63
SET2013219,TXN1014560,2025-09-20,164.58
SET2013220,TXN1014561,2025-01-20,41.04
SET2013221,TXN1014562,2025-02-01,69.4
SET2013222,TXN1014563,2025-09-22,176.63
SET2013223,TXN1014564,2025-02-27,152.4
SET2013224,TXN1014565,2025-10-10,197.53
SET2013225,TXN1014567,2025-02-23,123.42
SET2013226,TXN1014568,2025-12-08,205.82
SET2013227,TXN1014569,2025-03-07,50.67
SET2013228,TXN1014570,2025-11-30,94.87
SET2013229,TXN1014571,2025-05-08,11.97
SET2013230,TXN1014572,2025-10-19,18.84
SET2013231,TXN1014573,2025-12-09,99.48
SET2013232,TXN1014574,2025-02-12,112.41
SET2013233,TXN1014575,2025-05-01,48.92
SET2013234,TXN1014577,2025-11-12,50.18
SET2013235,TXN1014578,2025-03-10,77.75
SET2013236,TXN1014579,2025-03-10,10.48
SET2013237,TXN1014580,2025-05-15,96.79
SET2013238,TXN1014581,2025-03-16,68.44
SET2013239,TXN1014584,2025-10-30,22.05
SET2013240,TXN1014585,2025-10-19,27.7
SET2013241,TXN1014586,2025-02-22,225.61
SET2013242,TXN1014587,2025-07-17,39.88
SET2013243,TXN1014588,2025-08-24,127.26
SET2013244,TXN1014589,2025-08-18,28.05
SET2013245,TXN1014590,2025-12-26,65.89
SET2013246,TXN1014591,2025-08-23,46.87
SET2013247,TXN1014592,2025-09-08,52.98
SET2013248,TXN1014593,2025-01-12,50.81
SET2013249,TXN1014594,2025-01-29,211.69
SET2013250,TXN1014595,2025-08-14,311.68
SET2013251,TXN1014596,2025-11-28,80.65
SET2013252,TXN1014598,2025-08-23,23.03
SET2013253,TXN1014599,2025-03-18,21.79
SET2013254,TXN1014600,2025-06-16,212.62
SET2013255,TXN1014601,2025-10-02,20.6
SET2013256,TXN1014602,2025-08-29,46.89
SET2013257,TXN1014603,2025-02-11,75.51
SET2013258,TXN1014604,2025-11-18,8.32
SET2013259,TXN1014605,2025-12-05,24.52
SET2013260,TXN1014606,2025-06-24,22.86
SET2013261,TXN1014607,2025-05-05,39.15
SET2013262,TXN1014608,2025-07-13,82.02
SET2013263,TXN1014609,2025-10-20,151.75
SET2013264,TXN1014610,2025-06-15,39.22
SET2013265,TXN1014611,2025-01-11,46.09
SET2013266,TXN1014612,2025-01-27,60.6
SET2013267,TXN1014613,2025-10-26,35.01
SET2013268,TXN1014614,2025-10-15,93.15
SET2013269,TXN1014615,2025-10-09,95.48
SET2013270,TXN1014616,2025-02-16,7.56
SET2013271,TXN1014617,2025-03-04,111.22
SET2013272,TXN1014618,2025-05-25,73.83
SET2013273,TXN1014619,2025-03-27,82.02
SET2013274,TXN1014620,2025-05-22,171.34
SET2013275,TXN1014621,2025-07-24,15.97
SET2013276,TXN1014622,2025-04-13,24.42
SET2013277,TXN1014623,2025-02-15,63.04
SET2013278,TXN1014624,2025-05-27,10.41
SET2013279,TXN1014625,2025-09-22,56.3
SET2013280,TXN1014626,2025-08-14,131.22
SET2013281,TXN1014627,2025-04-28,91.59
SET2013282,TXN1014628,2025-04-24,71.04
SET2013283,TXN1014629,2025-08-02,55.36
SET2013284,TXN1014630,2025-03-04,47.36
SET2013285,TXN1014631,2025-11-01,45.22
SET2013286,TXN1014632,2025-11-15,80.08
SET2013287,TXN1014633,2025-01-11,19.28
SET2013288,TXN1014634,2025-12-21,214.97
SET2013289,TXN1014635,2025-01-09,36.96
SET2013290,TXN1014636,2025-06-17,104.18
SET2013291,TXN1014637,2025-09-01,71.11
SET2013292,TXN1014638,2025-04-30,26.5
SET2013293,TXN1014639,2025-03-16,187.57
SET2013294,TXN1014640,2025-01-18,158.41
SET2013295,TXN1014641,2025-09-24,18.98
SET2013296,TXN1014642,2025-01-14,62.87
SET2013297,TXN1014643,2025-06-26,78.72
SET2013298,TXN1014644,2025-05-24,12.72
SET2013299,TXN1014645,2025-12-20,12.23
SET2013300,TXN1014646,2025-12-06,34.23
SET2013301,TXN1014648,2025-09-24,28.94
SET2013302,TXN1014649,2025-07-18,23.33
SET2013303,TXN1014650,2025-05-08,60.47
SET2013304,TXN1014651,2025-03-02,32.66
SET2013305,TXN1014652,2025-12-20,162.58
SET2013306,TXN1014653,2025-05-21,77.03
SET2013307,TXN1014654,2025-06-06,125.9
SET2013308,TXN1014656,2025-04-12,40.34
SET2013309,TXN1014657,2025-08-20,74.36
SET2013310,TXN1014658,2025-06-07,95.81
SET2013311,TXN1014659,2025-08-02,39.72
SET2013312,TXN1014660,2025-03-19,44.66
SET2013313,TXN1014661,2025-01-30,48.75
SET2013314,TXN1014662,2025-11-20,52.55
SET2013315,TXN1014663,2025-06-07,376.67
SET2013316,TXN1014664,2025-05-12,85.68
SET2013317,TXN1014665,2025-04-15,68.85
SET2013318,TXN1014666,2025-08-29,24.36
SET2013319,TXN1014667,2025-07-25,24.82
SET2013320,TXN1014668,2025-05-24,56.23
SET2013321,TXN1014669,2025-12-06,164.73
SET2013322,TXN1014670,2025-11-26,56.87
SET2013323,TXN1014671,2025-03-14,58.85
SET2013324,TXN1014672,2025-08-23,36.77
SET2013325,TXN1014673,2025-12-20,16.55
SET2013326,TXN1014674,2025-06-28,94.59
SET2013327,TXN1014675,2025-01-12,54.41
SET2013328,TXN1014676,2025-02-18,95.28
SET2013329,TXN1014677,2025-09-01,75.47
SET2013330,TXN1014678,2025-11-26,30.84
SET2013331,TXN1014680,2025-07-19,23.74
SET2013332,TXN1014681,2025-07-01,79.36
SET2013333,TXN1014682,2025-04-15,63.42
SET2013334,TXN1014683,2025-08-19,228.72
SET2013335,TXN1014684,2025-11-17,33.33
SET2013336,TXN1014685,2025-03-29,23.07
SET2013337,TXN1014686,2025-01-20,47.92
SET2013338,TXN1014687,2025-05-12,108.56
SET2013339,TXN1014688,2025-04-26,7.11
SET2013340,TXN1014689,2025-09-23,134.35
SET2013341,TXN1014690,2025-07-15,56.44
SET2013342,TXN1014692,2025-05-05,49.69
SET2013343,TXN1014693,2025-09-28,36.86
SET2013344,TXN1014694,2025-06-25,25.03
SET2013345,TXN1014695,2025-07-25,14.14
SET2013346,TXN1014696,2025-04-07,119.63
SET2013347,TXN1014697,2025-04-27,42.62
SET2013348,TXN1014698,2025-02-17,48.76
SET2013349,TXN1014699,2025-01-30,131.08
SET2013350,TXN1014700,2025-01-14,69.73
SET2013351,TXN1014701,2025-08-16,19.15
SET2013352,TXN1014702,2025-02-27,114.23
SET2013353,TXN1014703,2025-07-29,218.56
SET2013354,TXN1014704,2025-12-14,99.73
SET2013355,TXN1014705,2025-09-12,33.38
SET2013356,TXN1014706,2025-07-30,20.53
SET2013357,TXN1014707,2025-02-12,32.42
SET2013358,TXN1014708,2025-06-28,72.42
SET2013359,TXN1014709,2025-11-22,208.72
SET2013360,TXN1014711,2025-10-29,39.68
SET2013361,TXN1014712,2025-09-16,150.98
SET2013362,TXN1014713,2025-04-08,47.12
SET2013363,TXN1014714,2025-02-21,262.74
SET2013364,TXN1014715,2025-01-07,59.24
SET2013365,TXN1014716,2025-04-11,169.73
SET2013366,TXN1014717,2025-05-02,90.58
SET2013367,TXN1014718,2025-08-28,117.41
SET2013368,TXN1014719,2025-07-28,57.88
SET2013369,TXN1014720,2025-06-24,60.99
SET2013370,TXN1014721,2025-09-22,93.24
SET2013371,TXN1014722,2025-10-09,126.28
SET2013372,TXN1014723,2025-09-18,101.58
SET2013373,TXN1014724,2025-11-24,16.22
SET2013374,TXN1014725,2025-05-12,81.95
SET2013375,TXN1014726,2025-10-28,39.44
SET2013376,TXN1014727,2025-06-03,43.09
SET2013377,TXN1014728,2025-03-09,96.16
SET2013378,TXN1014729,2025-02-23,259.39
SET2013379,TXN1014730,2025-02-03,55.39
SET2013380,TXN1014731,2025-12-15,323.21
SET2013381,TXN1014732,2025-03-03,27.73
SET2013382,TXN1014733,2025-11-01,178.64
SET2013383,TXN1014734,2025-10-15,94.12
SET2013384,TXN1014737,2025-11-28,40.08
SET2013385,TXN1014738,2025-12-04,185.31
SET2013386,TXN1014739,2025-07-01,56.45
SET2013387,TXN1014740,2025-04-19,39.9
SET2013388,TXN1014742,2025-11-03,237.05
SET2013389,TXN1014743,2025-11-15,166.17
SET2013390,TXN1014744,2025-07-15,45.49
SET2013391,TXN1014745,2025-01-26,103.17
SET2013392,TXN1014746,2025-10-28,73.79
SET2013393,TXN1014747,2025-04-19,50.28
SET2013394,TXN1014748,2025-07-20,144.29
SET2013395,TXN1014749,2025-08-30,40.43
SET2013396,TXN1014750,2025-02-23,11.55
SET2013397,TXN1014751,2025-01-23,82.09
SET2013398,TXN1014752,2025-01-29,70.35
SET2013399,TXN1014753,2025-12-17,41.49
SET2013400,TXN1014754,2025-12-16,32.66
SET2013401,TXN1014755,2025-06-06,19.15
SET2013402,TXN1014756,2025-06-05,49.89
SET2013403,TXN1014757,2025-05-29,33.11
SET2013404,TXN1014759,2025-07-18,100.81
SET2013405,TXN1014760,2025-05-11,45.26
SET2013406,TXN1014761,2025-08-14,101.31
SET2013407,TXN1014763,2025-08-18,53.76
SET2013408,TXN1014764,2025-12-11,63.83
SET2013409,TXN1014765,2025-03-18,275.08
SET2013410,TXN1014766,2025-01-23,111.63
SET2013411,TXN1014767,2025-07-12,52.52
SET2013412,TXN1014768,2025-02-13,136.33
SET2013413,TXN1014769,2025-03-26,132.46
SET2013414,TXN1014770,2025-10-16,82.09
SET2013415,TXN1014771,2025-06-02,51.27
SET2013416,TXN1014772,2025-07-21,48.63
SET2013417,TXN1014773,2025-10-11,28.22
SET2013418,TXN1014774,2025-02-16,77.05
SET2013419,TXN1014775,2025-06-24,40.94
SET2013420,TXN1014776,2025-01-13,47.02
SET2013421,TXN1014778,2025-03-23,257.17
SET2013422,TXN1014779,2025-11-29,89.96
SET2013423,TXN1014780,2025-04-06,61.31
SET2013424,TXN1014781,2025-03-15,65.69
SET2013425,TXN1014782,2025-01-06,165.73
SET2013426,TXN1014783,2025-02-20,90.94
SET2013427,TXN1014785,2025-03-25,82.41
SET2013428,TXN1014786,2025-09-27,21.27
SET2013429,TXN1014788,2025-11-09,33.11
SET2013430,TXN1014790,2025-11-25,37.03
SET2013431,TXN1014791,2025-06-16,107.01
SET2013432,TXN1014792,2025-05-23,59.0
SET2013433,TXN1014793,2025-08-27,26.67
SET2013434,TXN1014795,2025-08-10,389.44
SET2013435,TXN1014796,2025-12-31,10.82
SET2013436,TXN1014797,2025-03-14,76.18
SET2013437,TXN1014798,2025-10-08,29.71
SET2013438,TXN1014799,2025-12-08,200.64
SET2013439,TXN1014800,2025-07-16,128.13
SET2013440,TXN1014801,2025-05-10,77.38
SET2013441,TXN1014802,2025-04-03,138.93
SET2013442,TXN1014803,2025-03-03,81.1
SET2013443,TXN1014804,2025-04-29,67.01
SET2013444,TXN1014805,2025-09-30,41.3
SET2013445,TXN1014806,2025-07-09,49.96
SET2013446,TXN1014807,2025-03-22,46.01
SET2013447,TXN1014808,2025-07-17,67.24
SET2013448,TXN1014809,2025-10-23,14.68
SET2013449,TXN1014811,2025-01-08,316.56
SET2013450,TXN1014812,2025-12-17,47.19
SET2013451,TXN1014813,2025-10-01,170.71
SET2013452,TXN1014815,2025-11-27,41.19
SET2013453,TXN1014816,2025-08-04,49.14
SET2013454,TXN1014817,2025-07-10,71.42
SET2013455,TXN1014818,2025-03-19,34.52
SET2013456,TXN1014819,2025-10-23,108.3
SET2013457,TXN1014820,2025-10-07,44.02
SET2013458,TXN1014821,2025-04-18,28.26
SET2013459,TXN1014823,2025-09-23,38.28
SET2013460,TXN1014824,2025-02-04,51.32
SET2013461,TXN1014825,2025-02-28,63.85
SET2013462,TXN1014826,2025-08-06,22.83
SET2013463,TXN1014828,2025-08-29,127.76
SET2013464,TXN1014829,2025-05-17,40.28
SET2013465,TXN1014830,2025-11-01,65.67
SET2013466,TXN1014831,2025-06-12,110.9
SET2013467,TXN1014832,2025-03-17,78.8
SET2013468,TXN1014833,2025-02-12,300.03
SET2013469,TXN1014834,2025-11-17,55.1
SET2013470,TXN1014835,2025-09-16,172.64
SET2013471,TXN1014836,2025-06-18,22.93
SET2013472,TXN1014837,2025-03-19,25.93
